"","contrast","estimate","SE","df","t.ratio","p.value"
"26","Diploid 2_end 1000 - Mated Triploid 1_start 750",-11.255466686166,1.94653416122019,10,-5.782311407836,0.0169141208578993
"27","Induced Triploid 2_end 1000 - Mated Triploid 1_start 250",-13.9621456089704,1.85823176018167,10,-7.5136728949275,0.0022959345656457
"28","Induced Triploid 2_end 1000 - Mated Triploid 2_end 250",-9.5094128488646,1.93535830283615,10,-4.9135154120708,0.0499654816469459
"29","Induced Triploid 2_end 1000 - Mated Triploid 1_start 500",-13.2721456089704,1.85823176018167,10,-7.1423521507742,0.0034493240212069
"30","Induced Triploid 2_end 1000 - Mated Triploid 2_end 500",-11.8848440840388,2.2359682178586,10,-5.31530099091523,0.0301383975982371
"31","Induced Triploid 2_end 1000 - Mated Triploid 1_start 750",-14.225701164526,1.85823176018166,10,-7.65550426451393,0.00197151250550709
"32","Diploid 1_start 250 - Mated Triploid 1_start 250",-8.52755555555557,1.6451215263638,1091,-5.18354140949331,0.000106739728862215
"33","Diploid 1_start 250 - Mated Triploid 1_start 750",-8.79111111111114,1.64512166237008,10,-5.34374527562055,0.0290861302005057
"34","Induced Triploid 1_start 250 - Mated Triploid 1_start 250",-10.5604444444445,1.64512152636379,1091,-6.41924883676294,8.81882525893829e-08
"35","Induced Triploid 1_start 250 - Mated Triploid 1_start 500",-9.87044444444452,1.64512166237008,10,-5.99982643850453,0.0129875497959654
"36","Induced Triploid 1_start 250 - Mated Triploid 1_start 750",-10.824,1.64512166237008,10,-6.5794526007312,0.00653936170914438
"37","Mated Triploid 1_start 250 - Diploid 2_end 250",10.9466111263354,1.69575245562108,1091,6.45531197083017,7.01798983371305e-08
"38","Mated Triploid 1_start 250 - Induced Triploid 2_end 250",12.1722539129417,1.75870888965839,1091,6.9211306001336,3.31176253087762e-09
"39","Mated Triploid 1_start 250 - Diploid 1_start 500",8.72822222222219,1.64512166237008,10,5.30551777529188,0.0305093282250719
"40","Mated Triploid 1_start 250 - Induced Triploid 1_start 500",9.07511111111107,1.64512166237008,10,5.51637688487842,0.0234645828118429
"41","Mated Triploid 1_start 250 - Diploid 2_end 500",10.5117171689647,1.78843577969554,10,5.87760393093577,0.0150594178300157
"42","Mated Triploid 1_start 250 - Induced Triploid 2_end 500",10.5421824631152,1.87830204331114,10,5.61261299834984,0.0208324601533961
"43","Mated Triploid 1_start 250 - Diploid 1_start 750",8.78244444444446,1.64512166237008,10,5.33847717486854,0.0292781181202282
"44","Mated Triploid 1_start 250 - Induced Triploid 1_start 750",10.294,1.64512166237008,10,6.25728797782028,0.00954390024625107
"45","Mated Triploid 1_start 250 - Induced Triploid 2_end 750",10.4511111499775,1.83930190658499,10,5.68210749554537,0.0191241969039181
"46","Mated Triploid 1_start 250 - Diploid 1_start CTRL",8.47511111111111,1.64512166237008,10,5.15166221743215,0.037002215891076
"47","Mated Triploid 1_start 250 - Diploid 2_end CTRL",11.5318610521203,1.6957525932567,10,6.8004384000223,0.00507079412831213
"48","Mated Triploid 1_start 250 - Induced Triploid 2_end CTRL",10.6668611280301,1.69575258707176,10,6.29034047145386,0.00917724080651094
"49","Diploid 2_end 250 - Mated Triploid 1_start 500",-10.2566111263355,1.69575258756656,10,-6.04841248749261,0.0122492037802705
"50","Diploid 2_end 250 - Mated Triploid 1_start 750",-11.210166681891,1.69575258756656,10,-6.61073246420802,0.00630654792832852
"51","Induced Triploid 2_end 250 - Mated Triploid 2_end 250",-7.71952115283588,1.84001180343231,1091,-4.19536501800483,0.00999515991290956
"52","Induced Triploid 2_end 250 - Mated Triploid 1_start 500",-11.4822539129417,1.75870901688062,10,-6.52879686334213,0.00693595734192642
"53","Induced Triploid 2_end 250 - Mated Triploid 1_start 750",-12.4358094684972,1.75870901688062,10,-7.07098749658675,0.00373509135102135
"54","Diploid 1_start 500 - Mated Triploid 1_start 500",-8.03822222222223,1.64512152636379,1091,-4.88609631167436,0.000470436182899436
"55","Diploid 1_start 500 - Mated Triploid 1_start 750",-8.99177777777775,1.64512166237008,10,-5.46572206995533,0.0249866083397362
"56","Induced Triploid 1_start 500 - Mated Triploid 1_start 500",-8.38511111111112,1.6451215263638,1091,-5.09695543869315,0.0001659758790582
"57","Induced Triploid 1_start 500 - Mated Triploid 1_start 750",-9.33866666666663,1.64512166237008,10,-5.67658117954188,0.0192545360322037
"58","Mated Triploid 1_start 500 - Diploid 2_end 500",9.82171716896471,1.78843565458795,1091,5.49179230673949,2.08366502971735e-05
"59","Mated Triploid 1_start 500 - Induced Triploid 2_end 500",9.85218246311524,1.87830192418925,1091,5.24526027271564,7.75551727202339e-05
"60","Mated Triploid 1_start 500 - Diploid 1_start 750",8.09244444444451,1.64512166237008,10,4.91905530730534,0.0496167315867493
"61","Mated Triploid 1_start 500 - Induced Triploid 1_start 750",9.60400000000004,1.64512166237008,10,5.83786611025707,0.0158055228070946
"62","Mated Triploid 1_start 500 - Induced Triploid 2_end 750",9.76111114997751,1.83930190658499,10,5.306965167073,0.030454155054371
"63","Mated Triploid 1_start 500 - Diploid 2_end CTRL",10.8418610521203,1.6957525932567,10,6.393539420334,0.00812524063030085
"64","Mated Triploid 1_start 500 - Induced Triploid 2_end CTRL",9.97686112803013,1.69575258707176,10,5.88344149028146,0.0149529633400383
"65","Diploid 2_end 500 - Mated Triploid 2_end 500",-8.43441564403302,2.17830911892415,1091,-3.8720012558175,0.0338366431406404
"66","Diploid 2_end 500 - Mated Triploid 1_start 750",-10.7752727245202,1.78843577969553,10,-6.02497045007376,0.012599771798965
"67","Induced Triploid 2_end 500 - Mated Triploid 1_start 750",-10.8057380186708,1.87830204331114,10,-5.75292885249807,0.0175330657034709
"68","Diploid 1_start 750 - Mated Triploid 1_start 750",-9.04600000000002,1.6451215263638,1091,-5.49868192412165,2.00677956303519e-05
"69","Induced Triploid 1_start 750 - Mated Triploid 1_start 750",-10.5575555555556,1.64512152636379,1091,-6.41749280303377,8.91719268425462e-08
"70","Mated Triploid 1_start 750 - Diploid 2_end 750",8.56038106720663,1.75870889090464,1091,4.86742354660148,0.000514707438469153
"71","Mated Triploid 1_start 750 - Induced Triploid 2_end 750",10.714666705533,1.83930178493727,1091,5.82539896023559,3.20105784679114e-06
"72","Mated Triploid 1_start 750 - Diploid 1_start CTRL",8.73866666666668,1.64512166237008,10,5.3118665120956,0.0302680832953299
"73","Mated Triploid 1_start 750 - Diploid 2_end CTRL",11.7954166076758,1.6957525932567,10,6.95585939516253,0.00425077559591391
"74","Mated Triploid 1_start 750 - Induced Triploid 2_end CTRL",10.9304166835856,1.69575258707176,10,6.44576146716095,0.00764227426679664
